latitude,longitude,flooded_2018,flooded_2019,flooded_2021,flood_history_count,risk,ksdma_zone,elevation,slope,river_distance,drainage_density,annual_rainfall_mm,extreme_rain_events
11.591411268636246,76.16770378285217,0,0,0,0,Low,1,766.0,0.0,0.396,1.0,2811.9,2
10.725435334745027,75.92246371028754,0,1,1,2,High,5,0.0,0.0,1.632,0.0,3094.8,3
10.707469029062636,76.3806045051885,0,1,0,1,Medium,1,119.0,0.0,1.33,0.0,2710.2,3
12.58135471173596,76.28268813921947,0,0,0,0,Low,1,828.0,0.0,2.234,0.0,1242.6,0
9.241418485379578,76.6384209917308,1,1,1,3,High,5,4.0,0.0,0.044,1.0,3850.1,2
8.706920891328462,77.20795288186258,1,0,0,1,Medium,1,1304.0,0.0,0.543,0.1,2443.8,4
10.584399835138264,75.56583254249209,1,0,1,2,High,5,0.0,0.0,43.639,0.0,2948.9,5
8.489528592571538,74.8166375955364,0,0,0,0,Low,5,0.0,0.0,10.0,0.0,2299.4,1
11.984873363080595,75.70776635738298,0,0,0,0,Low,2,75.0,0.0,0.354,1.0,4456.9,15
8.65571692013365,77.29239451856981,1,1,0,2,High,1,272.0,0.0,0.156,0.03,2443.8,4
9.700457595564654,77.41456539721007,1,0,0,1,Medium,1,943.0,0.0,2.23,0.0,1548.8,0
9.434556271465276,75.9619895827888,1,1,0,2,High,5,0.0,0.0,39.441,0.0,3035.5,2
8.529054465072797,75.94402327710641,1,0,0,1,Medium,5,0.0,0.0,10.0,0.0,2412.3,1
10.550263854341722,75.4921706891943,1,0,0,1,Medium,5,0.0,0.0,52.53,0.0,2948.9,5
9.628592372835092,75.32149078521158,0,0,1,1,Medium,5,0.0,0.0,10.0,0.0,2784.0,6
12.077399837344908,76.88186443372719,0,0,0,0,Low,1,783.0,0.0,4.516,0.0,1129.4,0
8.454494296490878,75.31969415464334,0,0,0,0,Low,5,0.0,0.0,10.0,0.0,2396.7,5
9.591761446186192,76.42462195411035,0,0,0,0,Low,5,3.0,0.0,0.28,0.74,3990.6,0
9.691474442723456,76.46235119604337,1,1,1,3,High,5,-1.0,0.0,0.495,0.92,4110.9,3
10.483788523316877,75.23884577907259,0,0,1,1,Medium,5,0.0,0.0,10.0,0.0,2880.1,6
8.664700072974846,75.54067971453675,1,1,0,2,High,5,0.0,0.0,10.0,0.0,2449.2,1
9.882815598240915,75.2442356707773,0,0,1,1,Medium,5,0.0,0.0,10.0,0.0,2848.0,5
12.7673059755487,76.33299379513016,0,0,0,0,Low,1,814.0,0.0,1.067,0.0,1186.3,0
10.81526686315698,76.26472183353708,0,0,0,0,Low,3,45.0,0.0,0.158,1.0,3442.9,3
8.236203682449833,75.0187585344633,0,0,0,0,Low,5,0.0,0.0,10.0,0.0,2318.5,2
11.285984072035609,76.97798416912798,0,0,0,0,Low,1,323.0,0.0,2.042,0.0,1272.0,0
11.232983470272558,76.51984337422702,1,1,1,3,High,1,2295.0,0.0,0.305,0.08,3764.9,20
12.630762052362533,76.45696130433866,0,0,0,0,Low,1,817.0,0.0,2.101,0.0,1196.8,0
11.09643954708639,75.50564541845608,0,0,0,0,Low,5,0.0,0.0,33.041,0.0,3120.2,3
9.963663973811672,74.88580787241361,0,0,1,1,Medium,5,0.0,0.0,10.0,0.0,2763.4,6
8.907245199687116,77.17920679277076,1,0,0,1,Medium,1,219.0,0.0,0.259,0.57,1664.6,2
11.7180737236971,75.04930125412336,0,0,1,1,Medium,5,0.0,2.58,36.338,0.0,3176.9,2
9.685186235734625,77.07230727396053,0,0,0,0,Low,1,1009.0,35.92,0.692,0.34,3691.3,5
9.6519485702222,77.02649319447043,0,0,0,0,Low,1,782.0,34.47,0.097,1.0,3691.3,5
10.172073119727402,76.45965625019102,1,1,1,3,High,4,17.0,1.7,0.145,1.0,4007.0,5
10.728130280597387,75.66105396260876,1,0,1,2,High,5,0.0,2.58,28.134,0.0,3049.9,6
8.964737377870765,75.70327478096237,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2524.8,0
9.960969027959315,75.30352447952919,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2848.0,5
9.569303564083205,76.75969355508694,0,0,0,0,Low,2,99.0,1.44,0.052,1.0,3919.6,2
8.556902238880504,77.07769716566524,0,0,0,0,Low,1,100.0,1.39,0.325,1.0,2693.6,2
10.15680175989737,75.75717369800955,1,1,0,2,High,5,0.0,2.58,43.168,0.0,3032.3,6
12.07380657620843,76.98157743026445,0,0,0,0,Low,1,674.0,29.3,0.485,0.1,1129.4,0
8.944076126336016,75.62871461238046,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2524.8,0
8.202966016937411,76.52164000479526,1,0,0,1,Medium,5,0.0,2.58,52.607,0.0,2171.5,1
11.256339667659663,75.04031810128217,0,0,1,1,Medium,5,0.0,2.58,72.908,0.0,2965.1,3
11.201542435328374,75.14901425066063,0,0,1,1,Medium,5,0.0,2.58,60.321,0.0,3304.5,2
9.72740705408824,76.44258825979274,1,1,1,3,High,5,0.0,2.58,0.377,0.39,4110.9,3
11.196152543623658,75.1984215912872,0,0,1,1,Medium,5,0.0,2.58,56.017,0.0,3304.5,2
10.427194660417346,76.48301244757812,1,1,0,2,High,2,74.0,1.24,0.018,0.21,3441.7,3
10.040919088245952,75.08343723491991,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2763.4,6
9.946595983413404,76.08685540728142,1,0,0,1,Medium,5,0.0,2.58,15.33,0.0,3072.7,6
8.667395018827204,75.67812195300704,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2550.9,1
12.711610427933287,76.68693001707325,0,0,0,0,Low,1,889.0,36.82,1.523,0.0,1159.0,0
10.742503325143298,75.39245769265702,1,0,0,1,Medium,5,0.0,2.58,56.513,0.0,3024.5,5
10.287057476094702,77.25646190720504,0,0,0,0,Low,1,671.0,29.81,0.967,0.05,2429.7,1
12.557100199064733,75.96468452864116,0,0,0,0,Low,1,885.0,36.32,0.709,0.25,1388.1,0
9.680694659314025,76.4452832056451,1,1,0,2,High,5,0.0,2.58,0.256,0.93,4110.9,3
10.390363733768446,75.2074047441284,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2880.1,6
9.617812589425656,77.21693603470378,1,0,0,1,Medium,1,589.0,23.9,1.922,0.0,2406.7,0
10.163988282170326,77.49721040334906,0,0,0,0,Low,1,512.0,31.15,1.771,0.0,2433.7,1
10.787419089349276,76.11739812694148,1,1,1,3,High,4,12.0,1.91,0.06,1.0,3094.8,3
10.208005731092182,76.31502748944777,1,1,1,3,High,5,2.0,2.06,0.622,0.97,3694.0,6
8.942279495767778,76.3761129287679,0,0,0,0,Low,5,0.0,2.58,17.141,0.0,2928.2,1
9.44264110902235,76.04104132779132,0,0,0,0,Low,5,0.0,2.58,30.782,0.0,3035.5,2
9.488455188512448,76.51175853666994,1,1,1,3,High,5,0.0,2.58,0.344,1.0,3990.6,0
8.65571692013365,75.85329343341034,1,0,0,1,Medium,5,0.0,2.58,10.0,0.0,2550.9,1
10.089428113588406,75.26669355288028,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2848.0,5
10.097512951145482,77.49002388107611,1,1,1,3,High,1,734.0,28.19,0.537,0.11,1023.8,0
10.811673602020502,76.86569475861305,0,0,0,0,Low,1,192.0,6.73,0.019,1.0,2061.8,2
9.20279092816244,76.65908224326554,1,1,1,3,High,5,4.0,1.7,0.036,1.0,3850.1,2
11.90582161807808,75.63679944993753,0,0,0,0,Low,1,426.0,12.05,0.545,0.08,4456.9,15
9.23513027839074,77.29149620328569,1,0,0,1,Medium,1,821.0,35.92,0.195,0.51,2181.9,0
8.789565897467458,75.54966286737795,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2449.2,1
9.845086356307895,76.12907622563503,1,1,0,2,High,5,0.0,2.58,14.901,0.0,3301.2,5
12.447505734402151,76.07338067801962,0,0,0,0,Low,1,902.0,37.35,3.175,0.0,1388.1,0
8.913533406675953,76.46145288075925,1,0,0,1,Medium,5,0.0,2.58,8.955,0.0,2928.2,1
10.538585755648167,75.90629403517339,0,1,0,1,Medium,5,0.0,2.58,11.591,0.0,3249.2,4
8.538037617913993,77.30586924783161,1,1,1,3,High,1,750.0,25.98,0.575,0.17,2940.9,4
9.245910061800176,76.73633735769982,0,0,0,0,Low,3,45.0,0.05,0.471,0.32,3850.1,2
10.637400436901316,76.12548296449856,1,1,1,3,High,5,6.0,1.44,0.024,0.69,3442.9,3
10.85209778980588,76.5602675620124,0,0,0,0,Low,1,119.0,1.65,0.499,1.0,2710.2,3
10.057987078644224,75.80837766920436,1,1,0,2,High,5,0.0,2.58,40.992,0.0,3153.2,7
11.232085154988438,74.9172489073578,0,0,0,0,Low,5,0.0,2.58,10.0,0.0,2965.1,3
10.667044841277258,77.09656178663175,0,0,0,0,Low,1,363.0,15.51,2.285,0.0,1769.8,0
10.786520774065156,74.88850281826598,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2857.9,5
11.219508741010763,76.17758525097749,0,0,0,0,Low,3,42.0,1.75,0.43,1.0,3651.6,6
10.936539426513114,75.40323747606645,0,0,1,1,Medium,5,0.0,2.58,50.268,0.0,3120.2,3
9.768729557157735,74.93970678946079,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2625.9,4
11.47013870528011,76.07787225444022,1,1,1,3,High,1,1307.0,45.41,0.473,0.6,4735.0,17
12.192384193712206,77.09835841719999,1,1,1,3,High,1,628.0,27.71,0.457,0.06,1189.0,0
10.286159160810582,77.18549499975958,1,0,0,1,Medium,1,779.0,29.77,0.27,0.82,2429.7,1
12.446607419118031,77.46397273783664,0,0,0,0,Low,1,734.0,30.2,1.218,0.0,1169.3,0
8.387120650181913,76.84413519179417,1,0,0,1,Medium,5,0.0,2.58,12.797,0.0,2133.9,1
10.576314997581187,76.10212676711144,1,1,1,3,High,5,2.0,1.81,0.242,1.0,3249.2,4
11.212322218737809,75.10948837815937,0,0,1,1,Medium,5,0.0,2.58,64.643,0.0,2965.1,3
8.528156149788678,76.60248838036603,1,0,0,1,Medium,5,0.0,2.58,23.128,0.0,2224.3,0
8.997076728099069,75.59996852328864,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2573.7,1
9.962765658527552,75.76076695914603,1,1,0,2,High,5,0.0,2.58,49.346,0.0,3153.2,7
9.809153744943115,75.8703614238086,1,1,0,2,High,5,0.0,2.58,43.058,0.0,2925.3,6
10.454144118940931,75.93773507011757,0,1,0,1,Medium,5,0.0,2.58,12.554,0.0,3249.2,4
10.183751218420957,76.57284397599007,1,1,1,3,High,4,21.0,0.98,0.196,0.39,4007.0,5
10.087631483020168,74.95497814929081,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2763.4,6
11.824973242507324,74.98552086895089,0,0,1,1,Medium,5,0.0,2.58,32.228,0.0,3176.9,2
12.011822821604182,74.94150342002902,0,0,0,0,Low,5,0.0,2.58,26.263,0.0,3134.1,3
10.746994901563896,75.91168392687811,1,1,1,3,High,5,0.0,2.58,2.4,0.0,3094.8,3
11.784549054721944,75.69878320454178,1,0,0,1,Medium,1,369.0,19.86,0.255,0.69,4609.6,11
10.53409417922757,75.74190233817951,1,0,0,1,Medium,5,0.0,2.58,28.192,0.0,3155.9,5
9.040195861736803,75.68980005170059,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2524.8,0
8.658411865986007,77.25736022248915,1,1,1,3,High,1,1180.0,43.76,1.844,0.0,2443.8,4
9.711237378974088,75.05828440696456,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2625.9,4
10.486483469169237,76.19285661080751,1,1,1,3,High,5,9.0,1.96,0.013,1.0,3533.7,5
12.48882823747165,76.48480907814636,0,1,1,2,High,1,748.0,32.16,1.789,0.0,1180.6,0
8.574868544562893,76.64920077514023,1,0,0,1,Medium,5,0.0,2.58,16.009,0.0,2133.9,1
11.436002724483568,77.0705106433923,1,0,1,2,High,1,271.0,11.26,0.188,0.04,1440.4,1
12.795153749356404,76.87916948787483,0,0,0,0,Low,1,716.0,30.66,4.516,0.0,1282.8,0
11.091049655381672,75.7733433731237,0,0,0,0,Low,5,0.0,2.58,6.793,0.0,3583.3,8
8.78776926689922,75.59278200101568,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2449.2,1
8.266746402109897,76.45785961962278,1,0,0,1,Medium,5,0.0,2.58,53.875,0.0,2171.5,1
10.428991290985586,75.83442881244383,1,1,0,2,High,5,0.0,2.58,23.994,0.0,3155.9,5
12.379233772809068,75.71585119494006,0,0,0,0,Low,1,918.0,38.6,0.578,0.76,2662.0,2
8.634157353314782,75.76705516613487,1,0,0,1,Medium,5,0.0,2.58,10.0,0.0,2550.9,1
10.568230160024113,76.10212676711144,1,1,1,3,High,5,2.0,2.37,0.525,0.81,3249.2,4
9.624100796414494,74.92084216849427,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2681.0,6
11.254543037091429,75.70057983511002,0,0,1,1,Medium,5,0.0,2.58,7.157,0.0,3677.2,3
9.430963010328798,75.97366768148235,1,0,0,1,Medium,5,0.0,2.58,38.274,0.0,3035.5,2
12.433132689856238,76.48391076286224,1,1,1,3,High,1,748.0,32.16,1.399,0.0,1180.6,0
9.677999713461666,76.482114132294,1,1,1,3,High,5,0.0,2.58,0.12,1.0,4110.9,3
9.6106260671527,74.83640053178704,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2495.2,3
11.072185034415163,76.36084156893787,0,0,0,0,Low,2,81.0,1.7,0.238,0.55,3238.4,2
8.932398027642463,76.99954373594684,1,1,1,3,High,1,144.0,4.22,0.35,1.0,3215.4,1
11.441392616188288,77.43792159459717,1,0,0,1,Medium,1,231.0,8.96,0.526,0.3,1076.0,0
8.945872756904256,77.15495228009952,1,1,1,3,High,1,483.0,10.86,0.257,1.0,1664.6,2
9.788492493408366,75.80208946221552,1,1,0,2,High,5,0.0,2.58,50.794,0.0,2925.3,6
9.676203082893426,77.23400402510204,1,0,0,1,Medium,1,481.0,22.02,0.183,0.22,1366.9,0
8.70961583718082,77.075900535097,0,0,0,0,Low,1,103.0,2.06,2.023,0.0,3319.9,3
11.83126144949616,76.32850221870956,0,0,0,0,Low,1,808.0,34.12,5.786,0.0,2223.1,0
9.520794538740748,76.58003049826303,1,1,0,2,High,3,30.0,0.1,0.573,0.28,3990.6,0
11.0416423147551,75.95120979937937,1,1,1,3,High,5,4.0,1.91,0.02,1.0,3606.8,3
11.949839066999935,74.9082657545166,0,0,1,1,Medium,5,0.0,2.58,31.93,0.0,3134.1,3
9.45970909942062,76.57823386769479,1,1,1,3,High,4,15.0,0.77,0.184,1.0,3990.6,0
8.705124260760224,75.62961292766458,1,0,0,1,Medium,5,0.0,2.58,10.0,0.0,2550.9,1
9.684287920450505,76.48480907814636,1,1,0,2,High,5,0.0,2.53,0.082,1.0,4110.9,3
9.191112829468883,75.65027417919933,0,1,0,1,Medium,5,0.0,2.58,10.0,0.0,2602.7,1
10.771249414235124,75.99343061773298,1,1,0,2,High,5,0.0,1.86,0.064,1.0,3094.8,3
10.199022578250988,74.82202748724113,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2666.6,7
10.720045443040313,75.44276334856772,1,0,0,1,Medium,5,0.0,2.58,51.743,0.0,3024.5,5
9.983426910062304,74.81933254138877,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2547.8,6
10.319396826323004,76.20722965535343,1,1,1,3,High,5,1.0,2.53,0.078,0.94,3694.0,6
11.031760846629783,75.93234517841286,1,1,1,3,High,5,2.0,0.98,0.034,0.83,3606.8,3
12.78437396594697,76.70130306161917,0,0,0,0,Low,1,876.0,37.31,3.752,0.0,1159.0,0
11.231186839704318,75.1382344672512,0,0,1,1,Medium,5,0.0,2.58,59.663,0.0,3304.5,2
10.606857717241253,75.4831875363531,1,0,0,1,Medium,5,0.0,2.58,50.915,0.0,2948.9,5
11.206034011748972,75.9799558884712,0,0,0,0,Low,2,80.0,0.46,0.658,0.33,3675.7,6
12.175316203313937,76.14704253131742,0,0,0,0,Low,1,816.0,34.08,0.513,0.51,1309.0,0
10.70207913735792,75.37089812583815,1,0,0,1,Medium,5,0.0,2.58,62.922,0.0,2755.6,5
11.588716322783888,75.12296310742117,0,0,0,0,Low,5,0.0,2.58,39.895,0.0,3181.8,4
12.308266865363624,74.85796009860591,0,0,1,1,Medium,5,0.0,2.58,21.036,0.0,2985.7,3
9.925934731878652,75.93863338540169,1,1,0,2,High,5,0.0,2.58,31.671,0.0,3072.7,6
9.2009942975942,76.54499620218238,0,0,0,0,Low,4,15.0,1.75,1.404,0.0,3059.4,0
9.985223540630544,76.48840233928284,1,1,1,3,High,4,20.0,1.55,0.214,1.0,4204.6,4
12.537337262814102,75.13553952139884,0,0,0,0,Low,1,135.0,6.27,0.528,0.1,3824.1,1
8.539834248482233,76.55308103973944,1,0,0,1,Medium,5,0.0,2.58,26.66,0.0,2224.3,0
12.602015963270707,76.09494024483848,0,0,0,0,Low,1,799.0,34.36,0.042,1.0,1388.1,0
11.73334508352713,76.482114132294,0,0,0,0,Low,1,937.0,37.41,1.723,0.0,1437.1,0
10.311311988765928,77.38581930811824,0,0,0,0,Low,1,1923.0,60.1,3.777,0.0,2433.7,1
9.284537619017314,74.95048657287022,0,0,0,0,Low,5,0.0,2.58,10.0,0.0,2468.8,2
9.853171193864972,76.46235119604337,1,1,1,3,High,5,1.0,1.81,0.006,1.0,4110.9,3
9.767831241873616,76.4542663584863,1,1,1,3,High,5,0.0,2.53,0.276,1.0,4110.9,3
10.431686236837944,75.83173386659146,1,1,0,2,High,5,0.0,2.58,24.162,0.0,3155.9,5
9.35191126532628,76.60069174979778,1,1,1,3,High,5,9.0,1.96,0.009,1.0,3059.4,0
8.476053863309746,75.40952568305529,0,0,0,0,Low,5,0.0,2.58,10.0,0.0,2401.3,3
10.713757236051476,75.90898898102574,1,1,1,3,High,5,0.0,2.58,3.557,0.0,3094.8,3
9.72740705408824,77.34090354391226,1,0,0,1,Medium,1,574.0,23.52,1.22,0.0,1366.9,0
10.995828235265003,77.03098477089102,0,0,0,0,Low,1,389.0,17.17,0.082,1.0,1329.1,0
11.22939020913608,76.76328681622341,0,0,0,0,Low,1,451.0,23.12,0.12,0.53,3335.8,1
10.666146525993138,77.4801424129508,0,0,0,0,Low,1,256.0,10.96,0.235,0.05,1086.1,0
8.344001516544175,77.28969957271745,0,0,0,0,Low,1,108.0,3.09,0.183,0.53,1855.9,3
11.667768067786406,75.88473446835452,1,0,0,1,Medium,1,1035.0,45.13,0.372,0.6,2666.4,3
12.061230162230755,77.19896972902139,0,0,0,0,Low,1,708.0,30.39,3.561,0.0,1152.0,0
9.997799954608215,75.80658103863612,1,1,0,2,High,5,0.0,2.58,43.501,0.0,3153.2,7
8.847956390935227,75.64218934164225,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2550.9,1
9.881917282956795,75.75268212158895,1,1,0,2,High,5,0.0,2.58,52.61,0.0,3153.2,7
10.538585755648167,76.06799078631491,1,1,1,3,High,5,6.0,2.53,0.108,0.84,3249.2,4
11.335391412662185,75.40862736777117,0,0,1,1,Medium,5,0.0,2.58,28.368,0.0,3243.6,2
9.791187439260725,76.95013639532027,1,1,1,3,High,1,725.0,31.3,0.005,0.35,3691.3,5
8.571275283426415,75.68351184471175,1,0,0,1,Medium,5,0.0,2.58,10.0,0.0,2483.3,3
9.80466216852252,76.93127177435376,1,1,1,3,High,1,725.0,33.01,0.152,0.19,3691.3,5
9.296215717710869,77.24029223209088,0,0,1,1,Medium,1,1450.0,49.55,0.252,0.39,2181.9,0
10.23226024376341,76.25034878899116,1,1,1,3,High,5,3.0,2.17,0.098,1.0,3694.0,6
8.910838460823594,75.68081689885939,1,1,0,2,High,5,0.0,2.58,10.0,0.0,2524.8,0
10.21519225336514,76.3114342283113,1,1,1,3,High,5,2.0,2.37,0.053,1.0,3694.0,6
9.580981662776756,76.13805937847623,0,0,0,0,Low,5,0.0,2.58,17.697,0.0,2913.7,2
8.826396824116358,76.41474048598504,1,0,0,1,Medium,5,0.0,2.58,17.062,0.0,2592.0,1
8.573970229278775,75.82454734431852,1,0,0,1,Medium,5,0.0,2.58,10.0,0.0,2483.3,3
9.474082143966534,76.5000804379764,1,1,1,3,High,5,0.0,2.58,0.275,0.86,3990.6,0
9.710339063689968,76.68782833235737,1,1,1,3,High,4,16.0,1.7,0.114,1.0,4449.6,4
10.057987078644224,74.97923266196204,0,0,1,1,Medium,5,0.0,2.58,10.0,0.0,2763.4,6
